#,,,,,,,,,,,,
# Results on Sunday May 18 2025 09:04:07 UTC.,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2a) NetType/WIFI Language/zh_CN,,,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Question (NULL if none).,,,,,,,,,,,,
# 9. Answer.,,,,,,,,,,,,
# 10. Whether or not answer was correct (NULL if N/A).,,,,,,,,,,,,
# 11. Time taken to answer.,,,,,,,,,,,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,44,0,filler,109,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/109.mp3'></audio></p><br><br><b>另外，森林里头回来以后，菲菲给心怡带回了一朵花。<br><br></b>谁从森林里头回来了？,菲菲,1,11768,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,14,0,Obj-Dislocated,3,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/3.3.mp3'></audio></p><br><br><b>后头，小慧啊，小张帮伊讲到，一分啊没了。<br><br></b>谁一分啊没了？,小慧,1,19584,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,39,0,filler,104,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/104.mp3'></audio></p><br><br><b>还有啊，吃夜饭之前，阿成碰到了天天。<br><br></b>谁吃了夜饭？,阿成,1,13432,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,10,0,Sbj-Dislocated,2,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/2.2.mp3'></audio></p><br><br><b>后头，小明啊，帮小亮讲，得了第一名。<br><br></b>谁得了第一名？,小亮,0,11711,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,36,0,filler,101,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/101.mp3'></audio></p><br><br><b>还有啊，进了商店以后，文静碰到了小王。<br><br></b>谁进了商店？,文静,1,10752,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,32,0,Obj-Dislocated,9,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/9.3.mp3'></audio></p><br><br><b>后头，莉莉啊，婷婷帮伊解释讲，任务已经完成了。<br><br></b>谁已经完成了任务？,莉莉,1,16539,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,42,0,filler,107,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/107.mp3'></audio></p><br><br><b>另外，瑶瑶安慰了小松，因为伊没考好。<br><br></b>谁没考好？,小松,0,6844,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,24,0,Sbj-Default,7,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/7.1.mp3'></audio></p><br><br><b>后头，琳琳叫桐桐放心，钞票赚够了。<br><br></b>谁钞票赚够了？,琳琳,1,11854,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,40,0,filler,105,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/105.mp3'></audio></p><br><br><b>还有啊，小亮帮贝贝打了个电话，因为伊收到了好消息。<br><br></b>谁收到了好消息？,小亮,1,10832,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,6,0,Sbj-Default,1,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/1.1.mp3'></audio></p><br><br><b>后头，芳芳帮萍萍讲，赢了比赛。<br><br></b>谁赢了比赛？,芳芳,1,9008,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,45,0,filler,110,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/110.mp3'></audio></p><br><br><b>另外，冰冰嘲笑了鹏鹏，因为伊呀，勒马路上头摔了一跤。<br><br></b>谁勒马路上头摔了一跤？,鹏鹏,0,10153,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,28,0,Sbj-Dislocated,8,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/8.2.mp3'></audio></p><br><br><b>后头，阿伟啦，叫小杰放心，已经改正了所有的错的地方。<br><br></b>谁已经改正了所有的错的地方？,阿伟,1,11109,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,38,0,filler,103,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/103.mp3'></audio></p><br><br><b>还有啊，轩轩送了明哲一本书以后去了聚会。<br><br></b>谁去了聚会？,轩轩,1,6836,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,19,0,Sbj-Dislocated,5,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/5.2.mp3'></audio></p><br><br><b>后头，小涵啊，帮飞飞确认，碰到过这个人。<br><br></b>谁碰到过这个人？,飞飞,0,33871,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,43,0,filler,108,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/108.mp3'></audio></p><br><br><b>另外，出国之前，思文讲给婷婷了一桩事情。<br><br></b>谁出国了？,思文,1,9212,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,23,0,Obj-Dislocated,6,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/6.3.mp3'></audio></p><br><br><b>后头，阿俊啊，阿辉帮伊确认过，门关牢了。<br><br></b>谁关牢了门？,阿辉,0,19576,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,41,0,filler,106,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/106.mp3'></audio></p><br><br><b>另外，小红抱了抱君君，因为伊考到清华了。<br><br></b>谁考到清华了？,君君,0,9384,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,33,0,Sbj-Default,10,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/10.1.mp3'></audio></p><br><br><b>后头，小阳帮超超解释讲，有一个细节忘记特了。<br><br></b>谁有一个细节忘记特了？,超超,0,16591,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,37,0,filler,102,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/102.mp3'></audio></p><br><br><b>还有啊，小林怪阿明，因为伊犯了个老大的错。<br><br></b>谁犯了个老大的错？,阿明,0,6898,,
1747559047,72fa1c25a565b8f56bc987f8b4419e21,Question,15,0,Sbj-Default,4,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/4.1.mp3'></audio></p><br><br><b>后头，小金帮丽丽讲过，没交房租。<br><br></b>谁没交房租？,丽丽,0,11717,,
#,,,,,,,,,,,,
# Results on Sunday May 18 2025 11:00:28 UTC.,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2a) NetType/WIFI Language/en,,,,,,,,,,,
# Design number was non-random = 1,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,3,0,instruction,NULL,_REACTION_TIME_,1493,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,4,0,consent,NULL,credit,yes,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,4,0,consent,NULL,_REACTION_TIME_,3033,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,5,0,background,NULL,age,27,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,5,0,background,NULL,gender,女,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,5,0,background,NULL,resideShanghai,yes,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Form,5,0,background,NULL,_REACTION_TIME_,19182,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Question (NULL if none).,,,,,,,,,,,,
# 9. Answer.,,,,,,,,,,,,
# 10. Whether or not answer was correct (NULL if N/A).,,,,,,,,,,,,
# 11. Time taken to answer.,,,,,,,,,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,46,0,practice,111,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/111.mp3'></audio></p><br><br><b>后头，天天勒进教室之前帮琪琪打了个招呼。<br><br></b>谁进了教室？,天天,1,15188,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,47,0,practice,112,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/112.mp3'></audio></p><br><br><b>后头，伊一下车子，佳佳就老热情地欢迎了贝贝。<br><br></b>谁下了车子？,贝贝,0,11679,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,PennController,0,0,StartEx,NULL,PennController,0,_Trial_,Start,1.74757E+12,NULL
1747566028,ed86dc5b91e8969eec8316843bac2b64,PennController,0,0,StartEx,NULL,PennController,0,_Trial_,End,1.74757E+12,NULL
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Question (NULL if none).,,,,,,,,,,,,
# 9. Answer.,,,,,,,,,,,,
# 10. Whether or not answer was correct (NULL if N/A).,,,,,,,,,,,,
# 11. Time taken to answer.,,,,,,,,,,,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,36,0,filler,101,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/101.mp3'></audio></p><br><br><b>还有啊，进了商店以后，文静碰到了小王。<br><br></b>谁进了商店？,文静,1,9325,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,11,0,Obj-Dislocated,2,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/2.3.mp3'></audio></p><br><br><b>后头，小明啊，小亮帮伊讲，得了第一名。<br><br></b>谁得了第一名？,小明,1,20314,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,43,0,filler,108,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/108.mp3'></audio></p><br><br><b>另外，出国之前，思文讲给婷婷了一桩事情。<br><br></b>谁出国了？,婷婷,0,23626,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,34,0,Sbj-Dislocated,10,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/10.2.mp3'></audio></p><br><br><b>后头，小阳啊，帮超超解释讲，有一个细节忘记特了。<br><br></b>谁有一个细节忘记特了？,小阳,1,10934,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,39,0,filler,104,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/104.mp3'></audio></p><br><br><b>还有啊，吃夜饭之前，阿成碰到了天天。<br><br></b>谁吃了夜饭？,阿成,1,13292,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,16,0,Sbj-Dislocated,4,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/4.2.mp3'></audio></p><br><br><b>后头，小金啊，帮丽丽讲过，没交房租。<br><br></b>谁没交房租？,小金,1,19454,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,41,0,filler,106,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/106.mp3'></audio></p><br><br><b>另外，小红抱了抱君君，因为伊考到清华了。<br><br></b>谁考到清华了？,君君,0,11340,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,12,0,Sbj-Default,3,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/3.1.mp3'></audio></p><br><br><b>后头，小慧帮小张讲到，一分啊没了。<br><br></b>谁一分啊没了？,小慧,1,19347,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,40,0,filler,105,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/105.mp3'></audio></p><br><br><b>还有啊，小亮帮贝贝打了个电话，因为伊收到了好消息。<br><br></b>谁收到了好消息？,小亮,1,8388,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,29,0,Obj-Dislocated,8,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/8.3.mp3'></audio></p><br><br><b>后头，阿伟啦，小杰叫伊放心，已经改正了所有的错的地方。<br><br></b>谁已经改正了所有的错的地方？,小杰,0,29188,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,37,0,filler,102,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/102.mp3'></audio></p><br><br><b>还有啊，小林怪阿明，因为伊犯了个老大的错。<br><br></b>谁犯了个老大的错？,小林,1,23499,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,21,0,Sbj-Default,6,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/6.1.mp3'></audio></p><br><br><b>后头，阿俊帮阿辉确认，门关牢了。<br><br></b>谁关牢了门？,阿辉,0,10418,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,38,0,filler,103,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/103.mp3'></audio></p><br><br><b>还有啊，轩轩送了明哲一本书以后去了聚会。<br><br></b>谁去了聚会？,轩轩,1,9051,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,7,0,Sbj-Dislocated,1,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/1.2.mp3'></audio></p><br><br><b>后头，芳芳啊，帮萍萍讲，赢了比赛。<br><br></b>谁赢了比赛？,芳芳,1,8194,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,45,0,filler,110,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/110.mp3'></audio></p><br><br><b>另外，冰冰嘲笑了鹏鹏，因为伊呀，勒马路上头摔了一跤。<br><br></b>谁勒马路上头摔了一跤？,鹏鹏,0,7159,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,25,0,Sbj-Dislocated,7,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/7.2.mp3'></audio></p><br><br><b>后头，琳琳啊，叫桐桐放心，钞票赚够了。<br><br></b>谁钞票赚够了？,琳琳,1,6623,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,44,0,filler,109,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/109.mp3'></audio></p><br><br><b>另外，森林里头回来以后，菲菲给心怡带回了一朵花。<br><br></b>谁从森林里头回来了？,菲菲,1,14938,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,30,0,Sbj-Default,9,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/9.1.mp3'></audio></p><br><br><b>后头，莉莉帮婷婷解释讲，任务已经完成了。<br><br></b>谁已经完成了任务？,莉莉,1,28064,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,42,0,filler,107,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/107.mp3'></audio></p><br><br><b>另外，瑶瑶安慰了小松，因为伊没考好。<br><br></b>谁没考好？,小松,0,16427,,
1747566028,ed86dc5b91e8969eec8316843bac2b64,Question,20,0,Obj-Dislocated,5,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/5.3.mp3'></audio></p><br><br><b>后头，小涵啊，飞飞帮伊确认，碰到过这个人。<br><br></b>谁碰到过这个人？,飞飞,0,20463,,
#,,,,,,,,,,,,
# Results on Sunday May 18 2025 12:11:03 UTC.,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2a) NetType/WIFI Language/zh_CN,,,,,,,,,,,
# Design number was non-random = 2,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,3,0,instruction,NULL,_REACTION_TIME_,1500,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,4,0,consent,NULL,credit,yes,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,4,0,consent,NULL,_REACTION_TIME_,4780,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,5,0,background,NULL,age,27,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,5,0,background,NULL,gender,男,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,5,0,background,NULL,resideShanghai,no,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Form,5,0,background,NULL,_REACTION_TIME_,20966,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Question (NULL if none).,,,,,,,,,,,,
# 9. Answer.,,,,,,,,,,,,
# 10. Whether or not answer was correct (NULL if N/A).,,,,,,,,,,,,
# 11. Time taken to answer.,,,,,,,,,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Question,46,0,practice,111,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/111.mp3'></audio></p><br><br><b>后头，天天勒进教室之前帮琪琪打了个招呼。<br><br></b>谁进了教室？,天天,1,15731,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Question,47,0,practice,112,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/112.mp3'></audio></p><br><br><b>后头，伊一下车子，佳佳就老热情地欢迎了贝贝。<br><br></b>谁下了车子？,贝贝,0,11797,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,PennController,0,0,StartEx,NULL,PennController,0,_Trial_,Start,1.74757E+12,NULL
1747570264,53f42e4f7e26214cddf83ffb4044d52c,PennController,0,0,StartEx,NULL,PennController,0,_Trial_,End,1.74757E+12,NULL
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,
# 2. MD5 hash that hopefully uniquely identifies participant.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,
# 8. Question (NULL if none).,,,,,,,,,,,,
# 9. Answer.,,,,,,,,,,,,
# 10. Whether or not answer was correct (NULL if N/A).,,,,,,,,,,,,
# 11. Time taken to answer.,,,,,,,,,,,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Question,31,0,Sbj-Dislocated,9,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/9.2.mp3'></audio></p><br><br><b>后头，莉莉啊，帮婷婷解释讲，任务已经完成了。<br><br></b>谁已经完成了任务？,莉莉,1,7745,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Question,45,0,filler,110,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/110.mp3'></audio></p><br><br><b>另外，冰冰嘲笑了鹏鹏，因为伊呀，勒马路上头摔了一跤。<br><br></b>谁勒马路上头摔了一跤？,鹏鹏,0,6294,,
1747570264,53f42e4f7e26214cddf83ffb4044d52c,Question,13,0,Sbj-Dislocated,3,<p><audio controls src='https://shanghainese-1359816177.cos.ap-shanghai.myqcloud.com/3.2.mp3'></audio></p><br><br><b>后头，小慧啊，帮小张讲到，一分啊没了。<br><br></b>谁一分啊没了？,小慧,1,8820,,
